,"(0,0)","(1,1)","(1,2)","(1,3)","(1,4)","(2,1)","(2,2)","(2,3)","(2,4)","(3,1)","(3,2)","(3,3)","(3,4)","(4,1)","(4,2)","(4,3)","(4,4)","(5,1)","(5,2)","(5,3)","(5,4)",Question_ID,correctness,end,player_ID,player_experience,start,total,x1,x2,x3,x4,y1,y2,y3,y4
5,0.333,0.0,0.0,0.067,0.017,0.0,0.0,0.3,0.25,0.0,0.017,0.75,0.0,0.0,0.017,0.017,0.0,0.0,0.35,0.0,0.0,6,0,118.30443999999999,4,0,116.23461999999999,2.118,0.084,0.55,0.767,0.034,0.0,0.384,1.134,0.267
6,0.683,0.0,0.0,0.0,0.0,0.0,0.217,0.083,0.0,0.0,0.683,0.017,0.0,0.0,0.15,0.0,0.0,0.0,0.317,0.0,0.0,6,0,120.4082,4,0,118.30443999999999,2.15,0.0,0.3,0.7,0.15,0.0,1.367,0.1,0.0
0,0.466,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.633,0.0,0.0,7,1,128.16211,4,0,126.1416,2.065,0.0,0.033,0.433,0.5,0.966,0.633,0.0,0.0
1,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.033,0.633,0.0,0.0,0.0,0.15,0.0,0.0,7,0,129.82103999999998,4,0,128.16211,1.699,0.0,0.0,0.117,0.666,0.15,0.783,0.0,0.0
2,0.483,0.0,0.0,0.6,0.0,0.0,0.35,0.1,0.0,0.417,0.417,0.367,0.0,0.0,0.017,0.0,0.0,0.0,0.233,0.0,0.0,7,0,132.74536,4,0,129.82103999999998,2.984,0.6,0.45,1.201,0.017,0.417,1.017,1.067,0.0
3,0.083,0.35,0.433,0.333,0.0,0.017,0.017,0.017,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.033,0.0,7,0,134.61841,4,0,132.74536,1.916,1.116,0.051,0.117,0.0,0.367,1.083,0.383,0.0
4,0.766,0.05,0.1,0.0,0.0,0.183,0.317,0.0,0.0,0.666,0.25,0.0,0.0,0.033,0.033,0.0,0.0,0.0,0.267,0.0,0.0,7,0,137.23047,4,0,134.61841,2.665,0.15,0.5,0.916,0.066,0.932,0.967,0.0,0.0
5,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.133,0.317,0.583,0.0,0.0,0.0,0.033,0.0,0.0,0.233,0.15,0.0,7,0,138.84229,4,0,137.23047,1.649,0.0,0.133,1.033,0.033,0.133,0.55,0.899,0.0
0,0.5,0.0,0.0,0.0,0.0,0.683,0.6,0.25,0.0,0.033,0.017,0.033,0.0,0.0,0.083,0.0,0.0,0.0,0.333,0.1,0.0,8,1,146.84131000000002,4,0,144.26221,2.632,0.0,1.533,0.083,0.083,0.716,1.033,0.383,0.0
1,0.417,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.65,0.0,0.0,0.0,0.4,0.0,0.0,8,0,149.0105,4,0,146.84131000000002,2.217,0.0,0.25,0.4,0.75,0.1,1.7,0.0,0.0
2,0.5,0.45,1.2,0.217,0.233,0.7,1.033,0.633,0.117,1.483,2.132,1.583,0.0,0.2,0.566,0.6,0.0,0.0,0.5,0.033,0.0,8,0,161.00537,4,0,149.0105,12.18,2.1,2.483,5.198,1.366,2.833,5.431,3.066,0.35
3,0.583,1.05,0.133,0.15,0.0,0.433,0.233,0.017,0.0,0.167,0.5,0.333,0.0,0.033,0.25,0.017,0.0,0.0,0.3,0.0,0.0,8,0,165.12769,4,0,161.00537,4.199,1.333,0.683,1.0,0.3,1.683,1.416,0.517,0.0
4,0.816,0.0,0.0,0.0,0.0,0.183,0.1,0.0,0.0,0.333,0.15,0.0,0.0,0.083,0.1,0.0,0.0,0.017,0.3,0.083,0.0,8,0,167.24805,4,0,165.12769,2.165,0.0,0.283,0.483,0.183,0.616,0.65,0.083,0.0
5,0.183,0.0,0.0,0.35,0.083,0.0,0.083,0.483,0.017,0.0,0.033,0.433,0.0,0.0,0.0,0.033,0.0,0.0,0.466,0.0,0.0,8,0,169.36571999999998,4,0,167.24805,2.164,0.433,0.583,0.466,0.033,0.0,0.582,1.299,0.1
0,0.167,0.083,0.233,0.267,0.516,0.0,0.017,0.2,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.5,0.1,0.0,9,1,200.89258,4,0,198.82251000000002,2.116,1.099,0.217,0.0,0.033,0.116,0.75,0.567,0.516
1,0.333,0.0,0.0,0.0,0.0,0.0,0.383,1.216,0.1,0.0,0.0,0.017,0.0,0.0,0.033,0.0,0.0,0.0,0.25,0.0,0.0,9,0,203.17603,4,0,200.89258,2.332,0.0,1.699,0.017,0.033,0.0,0.666,1.233,0.1
2,0.35,0.0,0.0,0.05,0.133,0.0,0.0,0.25,0.05,0.0,0.433,0.367,0.05,0.0,0.05,0.2,0.0,0.0,0.15,0.0,0.0,9,0,205.21411,4,0,203.17603,2.083,0.183,0.3,0.85,0.25,0.0,0.633,0.867,0.233
3,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,2.582,0.4,0.0,0.283,0.55,1.183,0.0,0.0,0.183,0.0,0.0,9,0,211.1438,4,0,205.21411,6.031,0.0,0.15,3.132,2.016,0.433,3.315,1.733,0.0
4,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.666,0.183,0.0,0.0,0.4,0.05,0.0,9,0,212.78687000000002,4,0,211.1438,1.682,0.0,0.0,0.033,0.849,0.0,1.099,0.233,0.0
5,0.766,0.0,0.0,0.0,0.0,0.117,0.033,0.0,0.0,0.3,0.933,0.067,0.0,0.05,0.3,0.0,0.0,0.0,0.4,0.0,0.0,9,0,215.69507000000002,4,0,212.78687000000002,2.966,0.0,0.15,1.3,0.35,0.467,1.666,0.067,0.0
6,2.132,0.167,0.0,0.0,0.033,1.283,1.133,0.333,0.0,0.433,0.333,0.0,0.0,0.483,1.1,0.033,0.0,0.0,0.65,0.35,0.0,9,0,224.02661,4,0,215.69507000000002,8.463,0.2,2.749,0.766,1.616,2.366,3.216,0.716,0.033
7,1.016,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.183,0.0,9,0,225.7168,4,0,224.02661,1.732,0.0,0.333,0.0,0.0,0.333,0.2,0.183,0.0
8,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.15,0.0,0.0,0.133,0.55,0.0,0.0,0.0,0.516,0.017,0.0,9,0,227.34277000000003,4,0,225.7168,1.666,0.0,0.0,0.183,0.683,0.166,1.216,0.017,0.0
9,0.1,0.033,0.433,0.466,0.017,0.683,0.05,0.0,0.0,0.183,0.35,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.417,0.0,0.0,9,0,230.08667000000003,4,0,227.34277000000003,2.799,0.949,0.733,0.533,0.067,0.899,1.317,0.466,0.017
10,0.566,0.283,0.217,0.0,0.0,0.417,0.383,0.333,0.0,0.067,0.067,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.133,0.0,0.0,9,0,232.51807000000002,4,0,230.08667000000003,2.483,0.5,1.133,0.134,0.017,0.767,0.817,0.333,0.0
0,0.267,0.0,0.017,0.117,0.0,0.067,0.616,0.666,0.017,0.0,0.1,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.4,0.117,0.0,10,1,244.80664,4,0,242.44116,2.417,0.134,1.366,0.1,0.033,0.1,1.133,0.9,0.017
1,0.417,0.0,0.0,0.167,0.0,0.483,0.383,0.083,0.0,0.033,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,10,0,246.64867999999998,4,0,244.80664,1.882,0.167,0.949,0.166,0.0,0.516,0.699,0.25,0.0
2,0.566,0.05,0.35,0.283,0.217,0.2,0.483,0.033,0.033,0.0,0.333,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.65,0.017,0.0,10,0,249.83447,4,0,246.64867999999998,3.248,0.9,0.749,0.333,0.033,0.25,1.849,0.333,0.25
3,0.133,0.3,0.383,0.0,0.0,0.283,0.183,0.0,0.0,0.033,0.0,0.0,0.0,0.05,0.033,0.0,0.0,0.0,0.433,0.067,0.0,10,0,251.69067,4,0,249.83447,1.898,0.683,0.466,0.033,0.083,0.666,1.032,0.067,0.0
4,0.317,0.05,0.0,0.0,0.0,0.067,0.183,0.0,0.0,0.117,0.067,0.0,0.0,0.183,0.367,0.0,0.0,0.0,0.3,0.25,0.0,10,0,253.54712,4,0,251.69067,1.901,0.05,0.25,0.184,0.55,0.417,0.917,0.25,0.0
5,1.633,0.0,0.0,0.616,0.283,0.5,0.683,2.566,0.916,1.233,1.766,0.733,0.0,0.1,0.0,0.317,0.0,0.033,0.45,0.017,0.0,10,0,265.21411,4,0,253.54712,11.846,0.899,4.665,3.732,0.417,1.866,2.899,4.249,1.199
6,2.549,0.167,0.117,1.25,0.433,0.55,1.699,2.399,0.9,1.666,2.899,0.616,0.0,0.083,0.217,0.2,0.0,0.0,0.783,0.15,0.0,10,0,281.6416,4,0,265.21411,16.678,1.967,5.548,5.181,0.5,2.466,5.715,4.615,1.333
7,1.266,0.0,0.033,2.232,1.1,0.083,0.55,1.416,0.183,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.233,0.15,0.0,10,0,288.78735,4,0,281.6416,7.263,3.365,2.232,0.0,0.017,0.1,0.816,3.798,1.283
8,0.866,0.0,1.2,2.749,1.033,0.267,0.1,0.183,0.167,0.017,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.133,0.383,0.0,10,0,295.83545,4,0,288.78735,7.165,4.982,0.717,0.017,0.067,0.284,1.5,3.315,1.2
0,1.283,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.05,1.183,1.25,0.0,0.0,0.766,0.833,0.0,0.0,0.0,0.25,0.033,0.0,11,1,313.74268,4,0,308.10742,5.731,0.0,0.133,2.433,1.599,1.949,2.416,0.033,0.05
1,0.5,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.466,0.15,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.033,0.0,0.0,11,0,315.02417,4,0,313.74268,1.315,0.0,0.033,0.616,0.133,0.632,0.183,0.0,0.0
2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.466,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.333,0.067,0.0,11,0,316.65088,4,0,315.02417,1.666,0.0,0.0,1.166,0.05,0.2,0.849,0.567,0.0
3,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.333,0.1,0.033,0.2,0.417,0.3,0.0,0.9,0.2,0.0,0.0,0.417,0.133,0.0,11,0,319.96948,4,0,316.65088,3.383,0.0,0.583,0.95,1.1,0.033,1.667,1.083,0.4
4,0.666,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.017,0.383,0.117,0.0,0.0,0.317,0.317,0.0,0.0,0.483,0.0,0.0,11,0,322.46655,4,0,319.96948,2.55,0.0,0.25,0.517,0.634,0.017,1.433,0.434,0.0
5,0.433,0.0,0.0,0.017,0.017,0.017,0.167,0.516,0.483,0.0,0.067,0.2,0.133,0.017,0.333,0.033,0.083,0.0,0.117,0.0,0.0,11,0,325.04565,4,0,322.46655,2.633,0.034,1.183,0.4,0.466,0.034,0.684,0.766,0.716
6,0.067,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.017,0.283,0.067,0.0,0.0,0.067,0.0,0.0,0.0,0.267,0.217,0.0,11,0,326.9353,4,0,325.04565,1.935,0.0,0.95,0.367,0.067,0.017,1.367,0.484,0.0
7,4.015,0.0,0.0,0.0,0.0,0.0,0.616,1.416,0.417,0.067,0.15,0.05,0.0,0.017,0.3,0.0,0.0,0.0,0.283,0.05,0.017,11,0,334.21313,4,0,326.9353,7.398,0.0,2.449,0.267,0.317,0.084,1.349,1.516,0.434
8,1.499,0.0,0.017,0.2,0.033,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.367,0.0,0.033,11,0,336.56273999999996,4,0,334.21313,2.399,0.25,0.233,0.0,0.017,0.017,0.617,0.2,0.066
9,0.167,0.067,0.233,0.583,0.15,0.0,0.0,0.15,0.3,0.0,0.033,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.217,0.017,0.0,11,0,338.46802,4,0,336.56273999999996,1.95,1.033,0.45,0.033,0.033,0.067,0.516,0.75,0.45
10,0.233,0.0,0.0,0.267,0.117,0.05,0.8,0.766,0.067,0.0,0.083,0.017,0.0,0.0,0.133,0.0,0.0,0.0,0.267,0.017,0.0,11,0,341.22803,4,0,338.46802,2.817,0.384,1.683,0.1,0.133,0.05,1.283,1.067,0.184
11,5.514,0.217,0.516,0.9,0.133,0.083,0.966,1.1,0.15,0.017,0.4,0.083,0.0,0.033,0.217,0.05,0.0,0.017,0.05,0.0,0.0,11,0,351.51318,4,0,341.22803,10.446,1.766,2.299,0.5,0.3,0.367,2.149,2.133,0.283
12,3.199,0.0,0.317,0.466,0.383,0.0,0.466,0.616,0.25,0.0,0.267,0.167,0.0,0.0,0.0,0.183,0.0,0.0,0.25,0.466,0.017,11,0,358.4458,4,0,351.51318,7.047,1.166,1.332,0.434,0.183,0.0,1.3,1.898,0.65
13,12.245,0.067,0.2,0.633,0.733,0.083,0.317,2.766,2.499,0.0,1.2,2.866,0.883,0.0,2.316,3.049,0.35,0.0,0.15,0.533,0.0,11,0,388.88989,4,0,358.4458,30.89,1.633,5.665,4.949,5.715,0.15,4.183,9.847,4.465
14,0.417,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.083,0.0,0.0,0.566,0.0,0.0,0.4,0.15,0.0,0.0,0.017,0.0,0.0,11,0,390.59888,4,0,388.88989,1.75,0.117,0.083,0.566,0.55,0.0,0.417,0.716,0.2
0,0.45,0.0,0.0,0.0,0.0,0.15,0.4,0.55,0.0,0.367,0.233,0.033,0.0,0.117,0.283,0.0,0.0,0.0,0.133,0.0,0.0,12,1,402.72314,4,0,400.06127999999995,2.716,0.0,1.1,0.633,0.4,0.634,1.049,0.583,0.0
1,1.499,0.0,0.0,0.0,0.0,0.117,0.783,0.5,0.4,0.117,0.133,0.133,0.0,0.067,0.4,0.283,0.0,0.0,0.35,0.3,0.0,12,0,407.71606,4,0,402.72314,5.082,0.0,1.8,0.383,0.75,0.301,1.666,1.216,0.4
2,1.1,0.0,0.0,0.0,0.0,0.05,0.367,0.0,0.0,0.067,0.317,0.0,0.0,0.017,0.583,0.0,0.0,0.0,1.0,0.6,0.0,12,0,411.74121,4,0,407.71606,4.101,0.0,0.417,0.384,0.6,0.134,2.267,0.6,0.0
3,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.466,0.0,0.0,0.133,0.283,0.0,0.0,0.0,0.167,0.0,0.0,12,0,413.10449,4,0,411.74121,1.399,0.0,0.0,0.583,0.416,0.25,0.916,0.0,0.0
4,0.816,0.067,0.0,0.0,0.0,0.067,0.367,0.1,0.0,0.45,1.1,0.133,0.0,0.017,0.616,0.05,0.0,0.0,0.417,0.0,0.0,12,0,417.22827,4,0,413.10449,4.2,0.067,0.534,1.683,0.683,0.601,2.5,0.283,0.0
5,0.133,0.0,0.217,0.267,0.0,0.0,0.2,0.283,0.0,0.0,0.017,0.0,0.0,0.083,0.1,0.0,0.0,0.0,0.133,0.05,0.0,12,0,418.67407000000003,4,0,417.22827,1.483,0.484,0.483,0.017,0.183,0.083,0.667,0.6,0.0
6,2.182,0.017,0.033,0.6,0.583,0.05,0.317,1.883,0.433,0.017,0.05,0.067,0.0,0.0,0.883,0.1,0.0,0.0,0.3,0.0,0.0,12,0,426.06689000000006,4,0,418.67407000000003,7.515,1.233,2.683,0.134,0.983,0.084,1.583,2.65,1.016
7,0.15,0.0,0.0,0.0,0.0,0.0,0.017,0.033,0.0,0.0,0.583,0.25,0.0,0.0,0.017,0.033,0.0,0.0,0.3,0.05,0.0,12,0,427.46338,4,0,426.06689000000006,1.433,0.0,0.05,0.833,0.05,0.0,0.917,0.366,0.0
8,0.033,0.0,0.0,0.0,0.117,0.0,0.0,0.333,0.15,0.0,0.067,0.267,0.0,0.0,0.2,0.25,0.0,0.0,0.35,0.117,0.0,12,0,429.30444000000006,4,0,427.46338,1.884,0.117,0.483,0.334,0.45,0.0,0.617,0.967,0.267
9,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.7,0.75,0.0,0.0,0.633,0.233,0.0,0.0,0.217,0.0,0.0,12,0,432.146,4,0,429.30444000000006,2.899,0.0,0.0,1.583,0.866,0.133,1.55,0.983,0.0
10,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.483,0.233,0.0,0.0,0.067,0.067,0.0,12,0,433.39429,4,0,432.146,1.283,0.0,0.0,0.033,0.716,0.0,0.583,0.3,0.0
0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.4,0.0,0.0,0.35,0.233,0.0,0.55,0.2,0.2,0.133,1,1,17.00391,5,0,14.40845,2.649,0.0,0.0,0.85,0.583,0.85,0.7,0.833,0.133
0,0.5,0.0,0.0,0.033,0.15,0.0,0.067,0.417,0.25,0.0,0.117,0.167,0.25,0.0,0.033,0.217,0.017,0.0,0.616,0.033,0.0,2,1,27.37061,5,0,24.56104,2.867,0.183,0.734,0.534,0.267,0.0,0.833,0.867,0.667
0,0.05,0.0,0.0,0.0,0.0,0.0,0.217,0.167,0.0,0.0,0.2,0.5,0.0,0.0,0.55,0.0,0.0,0.267,0.067,0.267,0.0,3,1,36.25952,5,0,34.02417,2.285,0.0,0.384,0.7,0.55,0.267,1.034,0.934,0.0
0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.083,0.0,0.0,0.083,0.083,0.2,0.083,0.367,0.0,0.233,0.3,0.25,0.0,4,1,44.11182,5,0,42.35474,1.799,0.0,0.183,0.166,0.65,0.433,0.383,0.8,0.166
0,0.866,0.0,0.167,0.433,0.0,0.183,0.5,0.133,0.0,0.533,0.0,0.0,0.0,0.533,0.033,0.0,0.0,0.317,0.183,0.0,0.0,5,1,57.073969999999996,5,0,53.2627,3.881,0.6,0.816,0.533,0.566,1.566,0.883,0.566,0.0
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.217,0.45,0.0,0.55,0.333,0.05,0.0,0.0,0.0,0.0,0.05,5,1,59.20972,5,0,57.073969999999996,2.183,0.0,0.0,1.15,0.933,1.033,0.55,0.5,0.05
2,0.267,0.0,0.0,0.0,0.0,0.433,0.866,0.0,0.0,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.167,0.0,0.0,5,1,61.46069,5,0,59.20972,2.3,0.0,1.299,0.417,0.0,0.583,1.45,0.0,0.0
3,0.4,0.0,0.0,0.383,0.117,0.3,0.516,1.116,0.95,0.15,0.25,1.066,0.25,0.017,0.25,0.733,0.0,0.25,0.017,0.0,0.0,5,1,68.1145,5,0,61.46069,6.765,0.5,2.882,1.716,1.0,0.717,1.033,3.298,1.317
4,0.267,0.0,0.183,0.25,0.0,0.0,0.0,0.583,0.383,0.0,0.0,0.25,0.183,0.0,0.0,0.0,0.05,0.0,0.45,0.033,0.0,5,1,70.69336,5,0,68.1145,2.632,0.433,0.966,0.433,0.05,0.0,0.633,1.116,0.616
5,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.35,0.616,0.083,0.183,0.0,0.0,0.0,5,1,72.04101999999999,5,0,70.69336,1.382,0.0,0.0,0.117,1.049,0.183,0.35,0.733,0.083
0,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.533,0.35,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.233,0.267,0.05,0.0,6,1,80.38672,5,0,78.30029,2.132,0.0,0.883,0.0,0.233,0.466,0.267,0.583,0.35
1,0.2,0.0,0.0,0.0,0.0,0.117,0.2,0.0,0.0,0.283,0.167,0.566,0.033,0.4,0.583,0.05,0.0,0.117,0.233,0.0,0.0,6,1,83.27832,5,0,80.38672,2.949,0.0,0.317,1.049,1.033,0.917,1.183,0.616,0.033
2,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.05,0.0,0.05,0.516,0.417,0.0,0.0,0.4,0.367,0.0,6,1,85.10254,5,0,83.27832,1.866,0.0,0.0,0.083,0.983,0.05,0.949,0.834,0.0
3,0.65,0.0,1.483,0.267,0.25,0.033,0.616,1.116,0.816,0.566,1.033,0.6,0.067,0.0,0.483,0.533,0.0,0.483,0.167,0.0,0.0,6,1,94.12256,5,0,85.10254,9.163,2.0,2.581,2.266,1.016,1.082,3.782,2.516,1.133
4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.1,0.583,0.0,0.0,0.017,0.167,0.0,0.133,0.466,0.0,0.0,6,1,95.86279,5,0,94.12256,1.783,0.0,0.017,0.683,0.184,0.133,0.583,0.767,0.0
5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.283,0.2,0.383,0.716,0.317,0.0,0.0,0.083,0.033,0.3,0.0,0.0,0.0,6,1,98.39404,5,0,95.86279,2.582,0.0,0.3,1.616,0.116,0.5,0.383,0.816,0.633
6,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.683,0.0,0.0,0.033,0.067,0.0,0.0,0.017,0.0,0.0,0.267,0.283,0.1,6,0,100.00293,5,0,98.39404,1.65,0.0,0.85,0.1,0.017,0.0,0.267,0.5,0.85
0,0.067,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.317,0.6,0.5,0.033,0.333,0.05,0.283,0.0,0.217,0.283,0.0,0.0,7,1,109.61621000000001,5,0,106.64013999999999,3.033,0.0,0.35,1.45,0.666,0.867,1.233,0.833,0.033
1,0.033,0.0,0.367,0.0,0.0,0.05,0.367,0.0,0.0,0.117,0.233,0.0,0.0,0.0,0.033,0.0,0.0,0.083,0.167,0.283,0.0,7,1,111.30736999999999,5,0,109.61621000000001,1.733,0.367,0.417,0.35,0.033,0.25,1.167,0.283,0.0
2,0.3,0.0,0.2,0.833,0.0,0.1,0.067,0.033,0.0,0.017,0.05,0.017,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7,1,113.22827,5,0,111.30736999999999,1.967,1.033,0.2,0.084,0.05,0.467,0.317,0.883,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.017,0.217,0.0,0.233,0.183,0.117,0.0,0.2,0.217,0.0,0.0,7,1,114.69091999999999,5,0,113.22827,1.501,0.0,0.217,0.234,0.533,0.433,0.417,0.551,0.0
4,0.067,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.1,0.0,0.0,0.45,0.383,0.05,0.0,0.0,0.0,0.083,0.5,7,1,116.30028999999999,5,0,114.69091999999999,1.65,0.0,0.017,0.1,0.883,0.45,0.5,0.133,0.5
0,0.05,0.0,0.0,0.0,0.0,0.05,0.15,0.516,0.067,0.6,0.017,0.017,0.0,0.0,0.033,0.0,0.0,0.15,0.2,0.217,0.0,8,1,126.74902,5,0,124.72948999999998,2.067,0.0,0.783,0.634,0.033,0.8,0.4,0.75,0.067
1,0.05,0.0,0.0,0.0,0.0,0.0,0.083,0.466,0.0,0.0,0.367,0.8,0.05,0.0,0.0,0.05,0.033,0.333,0.117,0.0,0.0,8,1,129.04932,5,0,126.74902,2.349,0.0,0.549,1.217,0.083,0.333,0.567,1.316,0.083
2,0.5,0.0,0.433,0.133,0.0,0.417,0.966,0.55,0.0,0.433,0.583,0.5,0.133,0.45,0.067,0.267,0.083,0.05,0.15,0.0,0.0,8,1,134.66748,5,0,129.04932,5.715,0.566,1.933,1.649,0.867,1.35,2.199,1.45,0.216
3,0.067,0.083,0.333,0.033,0.0,0.167,0.183,0.0,0.0,0.35,0.65,0.05,0.0,0.133,0.283,0.033,0.0,0.1,0.133,0.0,0.0,8,1,137.21606,5,0,134.66748,2.598,0.449,0.35,1.05,0.449,0.833,1.582,0.116,0.0
4,0.017,0.0,0.0,0.0,0.0,0.0,0.017,0.15,0.0,0.0,0.15,0.217,0.217,0.0,0.1,0.067,0.0,0.15,0.15,0.367,0.033,8,1,138.80786,5,0,137.21606,1.635,0.0,0.167,0.584,0.167,0.15,0.417,0.801,0.25
5,0.033,0.0,0.133,0.65,0.25,0.0,0.033,0.3,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.05,0.1,8,1,140.66431,5,0,138.80786,1.899,1.033,0.366,0.0,0.0,0.0,0.483,1.0,0.383
0,2.549,0.566,0.0,0.0,0.0,0.217,0.417,0.25,0.017,2.566,2.899,2.299,0.2,0.9,0.8,1.633,0.8,0.333,0.317,0.0,0.0,9,1,175.67627,5,0,159.16308999999998,16.763,0.566,0.901,7.964,4.133,4.582,4.433,4.182,1.017
1,1.016,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.666,1.033,0.15,0.0,0.033,0.433,0.217,0.017,0.533,0.217,0.0,0.0,9,1,180.948,5,0,175.67627,5.365,0.0,0.05,2.849,0.7,2.232,1.733,0.367,0.017
2,0.933,0.283,0.0,0.0,0.0,0.866,1.733,1.333,0.45,0.666,2.549,1.966,0.317,0.0,0.267,0.766,0.367,0.333,1.1,0.533,0.05,9,1,195.24097,5,0,180.948,14.512,0.283,4.382,5.498,1.4,2.148,5.649,4.598,1.184
3,0.15,0.0,0.0,0.0,0.0,0.0,0.45,1.233,0.067,0.0,1.05,0.9,0.0,0.0,0.033,0.0,0.0,0.333,0.133,0.0,0.0,9,1,199.5127,5,0,195.24097,4.349,0.0,1.75,1.95,0.033,0.333,1.666,2.133,0.067
4,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.017,0.816,0.483,0.0,0.033,0.367,0.033,0.0,0.0,0.433,0.233,0.0,9,1,202.3877,5,0,199.5127,2.932,0.0,0.15,1.316,0.433,0.05,1.616,0.899,0.0
5,5.081,0.283,0.983,0.85,1.666,0.033,1.416,2.199,1.833,0.133,0.683,2.099,0.133,0.516,0.217,1.066,0.117,0.433,0.3,0.0,0.0,9,1,222.13501000000002,5,0,202.3877,20.041,3.782,5.481,3.048,1.916,1.398,3.599,6.214,3.749
6,0.067,0.0,0.0,0.217,0.5,0.0,0.183,0.3,0.117,0.117,0.15,0.25,0.267,0.0,0.0,0.033,0.0,0.0,0.217,0.25,0.0,9,0,224.74731,5,0,222.13501000000002,2.668,0.717,0.6,0.784,0.033,0.117,0.55,1.05,0.884
7,0.283,0.05,0.633,0.217,0.0,0.283,0.7,0.317,0.3,0.117,0.483,0.167,0.0,0.017,0.0,0.0,0.0,0.117,0.383,0.033,0.0,9,0,228.77246,5,0,224.74731,4.1,0.9,1.6,0.767,0.017,0.584,2.199,0.734,0.3
8,2.965,0.1,0.033,0.15,0.0,0.966,1.016,0.583,0.267,0.75,0.683,0.017,0.0,0.1,0.483,0.05,0.017,0.0,0.333,0.267,0.05,9,0,237.46362000000002,5,0,228.77246,8.83,0.283,2.832,1.45,0.65,1.916,2.548,1.067,0.334
